pid,cid,time,indexFinger.X,indexFinger.Y,indexFinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperArm.X,upperArm.Y,upperArm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexFingerO.X,indexFingerO.Y,indexFingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperArmO.X,upperArmO.Y,upperArmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
1,0,5.431300,0.055176,1.558706,0.277414,0.095951,1.495090,0.103562,0.153909,1.464930,-0.034545,0.185070,1.414078,-0.231738,0.103805,1.300765,-0.371740,0.013159,1.550452,-0.341815,-0.116719,1.302962,-0.415778,-0.154682,-0.670954,0.259762,0.626640,-0.565203,-0.464833,-0.031555,-0.134927,-0.129473,-0.076898,-0.100109,-0.190203,-0.002935,0.366088,0.037051,-0.048971,-0.007790,0.010917,-0.124852,-0.403729,-0.102975
1,1,2.232600,0.395437,1.229792,0.238586,0.336625,1.244793,0.059758,0.333517,1.266498,-0.088405,0.275901,1.301620,-0.280916,0.128746,1.281812,-0.397842,0.040006,1.535909,-0.340384,-0.112263,1.302719,-0.401813,-0.025167,-0.523131,0.073856,0.385330,-0.528273,-0.712316,0.125062,0.122986,-0.291401,0.051774,0.156498,-0.314556,-0.022165,0.490407,-0.060302,-0.105206,-0.129680,0.030141,-0.137058,-0.335889,-0.093367
1,2,2.043500,0.065807,1.550936,0.308696,0.094301,1.486107,0.134952,0.156682,1.455413,-0.002130,0.190922,1.408526,-0.199177,0.104264,1.299752,-0.348739,0.017863,1.545264,-0.324115,-0.108909,1.302478,-0.412746,-0.240714,-0.685056,0.182905,0.588881,-0.582053,-0.489903,-0.018996,-0.151866,-0.156986,-0.066472,-0.105019,-0.199041,0.013664,0.296288,0.037047,-0.074365,0.019567,0.009265,-0.119852,-0.448962,-0.108039
1,3,2.254200,0.321727,1.829781,0.123871,0.282217,1.691060,0.002090,0.284389,1.608930,-0.125952,0.236331,1.492319,-0.287575,0.104269,1.307722,-0.361509,0.020203,1.565071,-0.331003,-0.138006,1.296582,-0.396076,-0.347083,-0.474191,0.376456,0.530882,-0.715618,-0.452552,-0.238615,0.047871,-0.064144,-0.273282,0.093796,-0.088130,0.046375,-0.336142,-0.036984,0.022072,-0.152640,-0.007073,-0.115766,-0.410206,-0.082019
1,4,2.910400,-0.134159,1.765318,0.199879,-0.061696,1.644036,0.075700,0.033384,1.579345,-0.025613,0.113176,1.477933,-0.185624,0.067794,1.309042,-0.323047,-0.029949,1.559060,-0.323820,-0.130033,1.298513,-0.442395,-0.402304,-0.745444,0.228272,0.704733,-0.612132,-0.281689,-0.169962,-0.291726,-0.066218,-0.183389,-0.230683,-0.126742,0.058604,-0.164009,-0.044563,-0.009818,0.138230,-0.006361,-0.093350,-0.571542,-0.104874
1,5,2.421000,0.270615,1.770626,0.198912,0.256082,1.645882,0.056174,0.263017,1.579678,-0.078712,0.230742,1.475711,-0.253404,0.104199,1.303779,-0.351212,0.017294,1.559003,-0.332975,-0.135191,1.294169,-0.402092,-0.398103,-0.584330,0.254421,0.565716,-0.705290,-0.418243,-0.204313,0.008483,-0.055710,-0.226684,0.055566,-0.092056,0.053570,-0.301952,-0.034415,-0.005822,-0.120564,0.014530,-0.119990,-0.451003,-0.069490
1,6,2.320800,0.049131,1.854396,0.180450,0.079597,1.709088,0.064941,0.126056,1.633432,-0.057405,0.157978,1.511490,-0.220923,0.086636,1.315046,-0.334207,-0.007102,1.565065,-0.339149,-0.126610,1.295455,-0.441195,-0.439115,-0.647213,0.321776,0.669373,-0.666473,-0.324587,-0.226416,-0.100512,0.000319,-0.270082,-0.132100,-0.063595,0.064324,-0.150616,-0.057846,0.022464,0.037102,-0.005914,-0.109603,-0.547035,-0.085357
1,7,2.110400,0.286313,1.570401,0.285430,0.259547,1.484298,0.121163,0.259030,1.463292,-0.026740,0.223222,1.417202,-0.223070,0.093087,1.296139,-0.356013,0.009203,1.553718,-0.315520,-0.140790,1.297496,-0.400627,-0.320979,-0.606250,0.203822,0.551469,-0.601305,-0.571500,-0.026771,0.074361,-0.074559,-0.098420,0.042259,-0.132403,0.019643,-0.330441,-0.028571,-0.028234,-0.104858,-0.001281,-0.113639,-0.435840,-0.084895
1,8,1.999900,-0.284972,1.228750,0.254918,-0.158918,1.241310,0.113744,-0.041512,1.269977,0.025167,0.078983,1.305621,-0.137334,0.076943,1.289435,-0.320594,-0.042061,1.533776,-0.343771,-0.101245,1.303202,-0.475467,-0.152460,-0.882867,-0.147419,0.701369,-0.331725,-0.413120,0.213082,-0.333170,-0.112380,0.179723,-0.264211,-0.202623,-0.031949,-0.083585,-0.028691,-0.122544,0.288859,-0.041168,-0.111106,-0.651476,-0.119852
1,9,2.255200,0.076974,1.747115,0.210101,0.113604,1.624833,0.069833,0.169986,1.565670,-0.056757,0.193950,1.467348,-0.236122,0.096525,1.308398,-0.362703,-0.002785,1.565433,-0.361979,-0.128708,1.299887,-0.444956,-0.427196,-0.718064,0.180888,0.677528,-0.627104,-0.364665,-0.181688,-0.144097,-0.034014,-0.190593,-0.062203,-0.107127,0.036347,-0.254162,-0.041026,0.013915,0.014846,-0.004282,-0.107612,-0.497479,-0.092002
1,10,2.820500,-0.100479,1.586458,0.324074,-0.031138,1.500162,0.170398,0.052544,1.475076,0.047707,0.127510,1.421552,-0.135993,0.084156,1.300758,-0.309586,-0.015056,1.555522,-0.316705,-0.108286,1.300517,-0.446146,-0.343711,-0.792192,0.113246,0.717856,-0.534327,-0.394429,-0.033596,-0.220302,-0.039510,-0.072730,-0.213491,-0.138773,-0.008070,-0.112275,-0.036406,-0.032961,0.160459,-0.005376,-0.096867,-0.615005,-0.108795
1,11,2.455500,-0.106408,1.593724,0.300216,-0.035484,1.504732,0.150468,0.042783,1.479567,0.024191,0.112273,1.427893,-0.161196,0.070732,1.304121,-0.327053,-0.025438,1.558127,-0.328984,-0.126289,1.299784,-0.447613,-0.370658,-0.793371,0.083497,0.722506,-0.536790,-0.373112,-0.025374,-0.200750,-0.060571,-0.076341,-0.216224,-0.149749,0.003116,-0.141762,-0.037914,-0.018964,0.125463,-0.010160,-0.100535,-0.582822,-0.105028
1,12,2.098600,0.309487,1.336996,0.302608,0.289146,1.308269,0.117420,0.293802,1.323452,-0.028059,0.250310,1.338915,-0.226745,0.108657,1.290802,-0.357658,0.021554,1.539451,-0.318300,-0.129871,1.299021,-0.400843,-0.322502,-0.643872,-0.020347,0.510103,-0.544293,-0.618284,0.105215,0.086914,-0.193310,0.021804,0.101751,-0.256235,0.017447,-0.348737,-0.001478,-0.097595,-0.105052,0.014481,-0.125429,-0.424200,-0.083793
1,13,2.098700,-0.164730,1.582893,0.288519,-0.078494,1.511691,0.135022,0.020677,1.479500,0.023639,0.106196,1.425372,-0.155021,0.064124,1.305466,-0.321327,-0.034658,1.558742,-0.330592,-0.131368,1.299320,-0.447353,-0.366607,-0.821480,-0.033575,0.709585,-0.521053,-0.354518,-0.035748,-0.287639,-0.094752,-0.063397,-0.217418,-0.171609,0.006640,-0.145182,-0.048087,-0.025932,0.154435,-0.001464,-0.099466,-0.593109,-0.099878
1,14,1.922100,0.383853,1.560847,0.246265,0.344730,1.483946,0.078055,0.328373,1.460717,-0.067952,0.262860,1.417529,-0.256627,0.114056,1.296429,-0.370251,0.021543,1.555965,-0.333975,-0.130094,1.297163,-0.399276,-0.229977,-0.554200,0.217619,0.539990,-0.606865,-0.577790,-0.036117,0.129011,-0.095419,-0.109100,0.128057,-0.141637,0.046643,-0.355967,-0.033202,-0.027617,-0.141922,0.007412,-0.110695,-0.400880,-0.076501
1,15,1.476900,0.044200,1.558403,0.338774,0.080026,1.484577,0.167665,0.139110,1.460566,0.031959,0.171846,1.417451,-0.166054,0.095950,1.303413,-0.324241,-0.008955,1.557056,-0.307474,-0.123074,1.298777,-0.411687,-0.298965,-0.730023,0.108372,0.653422,-0.570022,-0.453993,-0.013576,-0.127068,-0.103763,-0.062293,-0.104939,-0.172405,-0.005701,-0.230214,-0.058855,-0.036939,0.049151,-0.007943,-0.085406,-0.509166,-0.093749
1,16,1.899300,0.055385,1.589401,0.331243,0.091313,1.513258,0.161401,0.145795,1.482409,0.024105,0.169639,1.430464,-0.172951,0.080809,1.303100,-0.327375,-0.022581,1.560252,-0.316546,-0.139644,1.296467,-0.418137,-0.351749,-0.732101,0.051193,0.633886,-0.591442,-0.435657,-0.044390,-0.120626,-0.091982,-0.086408,-0.069911,-0.133869,0.024776,-0.223293,-0.054808,-0.015493,0.034843,0.000311,-0.085456,-0.520007,-0.085259
1,17,1.732100,0.293171,1.342026,0.305700,0.266701,1.326053,0.118375,0.287082,1.331505,-0.028414,0.251397,1.340633,-0.229067,0.105017,1.291875,-0.364852,0.008792,1.542611,-0.327250,-0.133725,1.299032,-0.415463,-0.247448,-0.625612,-0.025290,0.503424,-0.540655,-0.632167,0.080904,0.033627,-0.198566,0.021362,0.114381,-0.244855,-0.001803,-0.321499,-0.018913,-0.087389,-0.073778,0.015461,-0.111136,-0.440541,-0.084964
1,18,1.920600,-0.108568,1.413887,0.333996,-0.032901,1.379789,0.163527,0.059634,1.375151,0.044738,0.133230,1.366045,-0.146759,0.079964,1.297023,-0.324533,-0.022718,1.554916,-0.319684,-0.125834,1.302058,-0.431898,-0.279936,-0.805507,-0.080652,0.667378,-0.485552,-0.440850,0.081720,-0.238342,-0.144301,0.045047,-0.160835,-0.209638,-0.043350,-0.176326,-0.051816,-0.046523,0.125067,-0.005608,-0.087054,-0.545522,-0.113117
1,19,1.821500,0.050599,1.780180,0.210622,0.082378,1.656343,0.072944,0.140759,1.591741,-0.050941,0.163802,1.490312,-0.227376,0.079904,1.315912,-0.340620,-0.022984,1.560685,-0.331538,-0.144818,1.290621,-0.408831,-0.474336,-0.712422,0.137353,0.668039,-0.642008,-0.351844,-0.185127,-0.137030,-0.023575,-0.207464,-0.063899,-0.070273,0.059467,-0.286514,-0.073385,0.002977,-0.011257,-0.004038,-0.093239,-0.478715,-0.064817
1,20,2.010100,0.326831,1.838781,0.103535,0.302399,1.696704,-0.020664,0.307406,1.615955,-0.146682,0.254690,1.498342,-0.305905,0.115451,1.311793,-0.370198,0.022268,1.567399,-0.345578,-0.128994,1.293279,-0.400108,-0.457988,-0.582198,0.268541,0.590338,-0.684285,-0.424065,-0.242620,0.058215,-0.025129,-0.267348,0.137741,-0.064142,0.065738,-0.343057,-0.044369,0.034920,-0.140420,0.000161,-0.107428,-0.415268,-0.061884
1,21,2.421300,-0.152469,1.348990,0.293435,-0.060152,1.319479,0.132287,0.046009,1.325981,0.027261,0.132770,1.337592,-0.156804,0.101079,1.294988,-0.330232,-0.011490,1.554746,-0.342981,-0.108725,1.304287,-0.454252,-0.305735,-0.820803,-0.148761,0.686899,-0.449886,-0.411457,0.118559,-0.290941,-0.108115,0.097986,-0.196154,-0.100650,0.073250,0.080163,-0.068454,-0.038239,0.167015,-0.012100,-0.102328,-0.579132,-0.112654
1,22,1.555000,0.042076,1.189279,0.314765,0.081613,1.212000,0.133023,0.154052,1.241447,0.007382,0.182945,1.296182,-0.185328,0.096501,1.296607,-0.346923,-0.021985,1.540175,-0.310546,-0.138531,1.303056,-0.423191,-0.292723,-0.690898,-0.271123,0.520039,-0.455737,-0.560195,0.212322,-0.133869,-0.206318,0.184589,-0.008657,-0.159846,-0.006088,0.050551,-0.099843,-0.125115,0.033287,-0.010958,-0.077346,-0.486539,-0.102900
1,23,1.843800,0.057153,1.578876,0.299659,0.088264,1.506443,0.129703,0.147470,1.476805,-0.006854,0.174445,1.422993,-0.202519,0.086107,1.303370,-0.354783,-0.022915,1.557314,-0.351661,-0.142378,1.295497,-0.442258,0.427896,0.728594,0.031209,0.631667,-0.575656,-0.452459,-0.062048,-0.150094,-0.088469,-0.080665,-0.061093,-0.140479,0.064180,-0.121435,-0.055293,-0.018717,0.030605,-0.000615,-0.108610,-0.522994,-0.078352
1,24,1.576500,0.058557,1.325317,0.373369,0.094654,1.311377,0.188408,0.155498,1.325085,0.053072,0.183989,1.341148,-0.148619,0.098321,1.290163,-0.325013,-0.017181,1.548651,-0.308805,-0.123849,1.302022,-0.433910,0.327659,0.720138,0.178749,0.582870,-0.506030,-0.523118,0.128199,-0.111389,-0.152772,0.072871,-0.047438,-0.201988,0.011298,-0.057618,-0.031622,-0.067782,0.084698,-0.018356,-0.085451,-0.552793,-0.111557
1,25,1.798300,0.256931,1.403458,0.320387,0.244308,1.365505,0.137900,0.272021,1.363727,-0.008444,0.249526,1.360036,-0.211419,0.114474,1.293009,-0.360862,0.012617,1.552294,-0.334658,-0.124088,1.299320,-0.427966,0.420001,0.644634,0.093781,0.523831,-0.573771,-0.569873,0.057811,-0.003984,-0.169720,0.005156,0.078884,-0.197398,0.015889,-0.182085,-0.025651,-0.041122,-0.038240,0.004627,-0.100195,-0.479498,-0.096271
1,26,1.933200,-0.122277,1.405933,0.359879,-0.042592,1.371134,0.193119,0.046998,1.373259,0.073468,0.122584,1.366316,-0.116665,0.077774,1.294973,-0.303618,-0.029813,1.552589,-0.317793,-0.118848,1.299677,-0.450767,0.365001,0.788407,0.197770,0.659213,-0.480331,-0.420502,0.076396,-0.249895,-0.123652,0.047871,-0.163026,-0.179408,0.021090,0.026164,-0.043571,-0.049311,0.169374,-0.007905,-0.087351,-0.623933,-0.111129
1,27,1.521700,0.054290,1.573148,0.314411,0.079784,1.507353,0.139172,0.148980,1.469518,0.008367,0.177815,1.416436,-0.186418,0.086104,1.301418,-0.341350,-0.024031,1.555411,-0.329723,-0.139755,1.296373,-0.433927,0.451539,0.712794,0.098440,0.616997,-0.584472,-0.452714,-0.053983,-0.170147,-0.129243,-0.072084,-0.055158,-0.170064,0.031325,-0.115389,-0.056030,-0.034909,0.043244,-0.008528,-0.087489,-0.526370,-0.089533
1,28,1.609600,-0.175066,1.582348,0.293330,-0.082069,1.506782,0.147417,0.016978,1.477399,0.038086,0.102626,1.424607,-0.139961,0.063716,1.303143,-0.315146,-0.042790,1.556004,-0.338765,-0.125572,1.297695,-0.468117,0.426714,0.815875,0.145068,0.722771,-0.520844,-0.306756,-0.035232,-0.292077,-0.093058,-0.063478,-0.201627,-0.140250,0.046268,0.028559,-0.051437,-0.026059,0.197345,-0.012487,-0.087558,-0.643068,-0.104537
1,29,1.766600,0.062799,1.583872,0.310640,0.097100,1.513917,0.139596,0.160835,1.480804,0.005158,0.186593,1.426327,-0.189879,0.090573,1.305760,-0.342219,-0.016766,1.551352,-0.329570,-0.135450,1.295939,-0.434620,0.448159,0.737569,0.082532,0.640583,-0.567067,-0.448444,-0.056774,-0.143877,-0.083468,-0.089261,-0.042640,-0.128292,0.018902,-0.121312,-0.047550,-0.043710,0.038819,-0.005392,-0.097890,-0.536625,-0.089467
1,30,1.488300,0.225058,1.586852,0.272007,0.217522,1.520278,0.096039,0.248229,1.480245,-0.047841,0.222324,1.424140,-0.241140,0.088072,1.303876,-0.365405,-0.018168,1.558920,-0.340634,-0.154040,1.293221,-0.424963,0.522495,0.642925,0.111915,0.544932,-0.641159,-0.474994,-0.078698,-0.042593,-0.131793,-0.104710,0.088292,-0.137749,0.048489,-0.214486,-0.047578,-0.009561,-0.065180,-0.006798,-0.100434,-0.470834,-0.072927
1,31,1.955100,0.054204,1.745888,0.242030,0.097167,1.640315,0.092510,0.156481,1.579398,-0.034342,0.174573,1.485422,-0.213926,0.083994,1.315277,-0.337354,-0.022215,1.565512,-0.334715,-0.143799,1.288087,-0.434859,0.532961,0.741788,0.061776,0.666751,-0.618389,-0.342328,-0.169899,-0.141148,-0.034853,-0.187896,-0.026432,-0.061874,0.070701,-0.134465,-0.071615,0.024829,-0.001741,-0.003807,-0.078241,-0.544396,-0.063944
1,32,1.955100,0.073171,1.397923,0.359222,0.101483,1.386801,0.175287,0.170626,1.387635,0.038763,0.198888,1.379992,-0.162792,0.102999,1.306925,-0.330770,-0.002262,1.547534,-0.312867,-0.125255,1.307292,-0.432055,0.409009,0.697482,0.221356,0.585315,-0.481135,-0.546588,0.063660,-0.150038,-0.107928,0.024833,-0.021585,-0.145889,-0.009783,-0.141705,-0.045527,-0.083097,0.052211,-0.001026,-0.078453,-0.553568,-0.108879
1,33,1.861700,-0.163068,1.586474,0.274769,-0.061601,1.518198,0.131661,0.045533,1.481996,0.031114,0.127263,1.428079,-0.146086,0.077758,1.307190,-0.316249,-0.033867,1.554461,-0.334605,-0.117123,1.294340,-0.468245,0.448812,0.804979,0.234811,0.705690,-0.505364,-0.295723,-0.046689,-0.325443,-0.104067,-0.055742,-0.165422,-0.144980,0.054090,-0.014805,-0.053724,-0.034063,0.170702,-0.016922,-0.084095,-0.648044,-0.090523
1,34,1.387200,0.277236,1.574825,0.264109,0.259313,1.507447,0.087036,0.271471,1.479815,-0.060499,0.234533,1.429490,-0.255247,0.100343,1.300237,-0.371728,-0.000817,1.553510,-0.338480,-0.142256,1.293473,-0.409290,0.492648,0.647062,0.077047,0.571282,-0.609154,-0.522238,-0.052366,0.030701,-0.045333,-0.100856,0.102787,-0.083380,0.086017,-0.299055,-0.058928,-0.029695,-0.095792,-0.001578,-0.108840,-0.419263,-0.073481
1,35,2.631800,-0.208061,1.833974,0.107522,-0.115937,1.699380,0.015193,-0.006063,1.624676,-0.057726,0.086948,1.507730,-0.194893,0.053081,1.320276,-0.323564,-0.049485,1.571310,-0.373089,-0.129382,1.289143,-0.484639,0.561654,0.806987,0.078823,0.760478,-0.584354,-0.140257,-0.240382,-0.367904,-0.038975,-0.226583,-0.241326,-0.082619,0.106539,0.023833,-0.059039,0.059150,0.225178,-0.002776,-0.091104,-0.673413,-0.077089
1,36,2.465900,0.070981,1.403455,0.332342,0.112897,1.358350,0.154846,0.183779,1.352592,0.025987,0.210839,1.348392,-0.175388,0.106821,1.294744,-0.339738,-0.002859,1.538737,-0.324313,-0.125599,1.298446,-0.429030,0.484859,0.702290,0.243798,0.610797,-0.546147,-0.451964,0.072063,-0.156895,-0.159922,0.039043,-0.003751,-0.212988,0.018341,-0.114187,-0.028051,-0.091900,0.034454,-0.008622,-0.118770,-0.527654,-0.096142
1,37,1.688200,-0.099350,1.744258,0.247930,-0.026454,1.629047,0.116980,0.065665,1.564807,0.015665,0.130973,1.472552,-0.153060,0.072461,1.312416,-0.301960,-0.035039,1.562973,-0.310677,-0.123658,1.293341,-0.448651,0.564878,0.761519,0.180320,0.683610,-0.616851,-0.229055,-0.151456,-0.294421,-0.112124,-0.156373,-0.165738,-0.138675,0.074084,-0.003130,-0.053540,0.005207,0.141230,-0.019565,-0.070557,-0.641858,-0.085469
1,38,1.457400,0.248573,1.403988,0.333132,0.248624,1.367501,0.149305,0.274622,1.364373,0.002411,0.248584,1.359841,-0.199369,0.109877,1.291664,-0.346710,0.013112,1.537592,-0.304966,-0.130254,1.298610,-0.418563,0.514405,0.637356,0.208335,0.528560,-0.578184,-0.532868,0.055094,-0.004451,-0.145627,-0.001656,0.088571,-0.198795,0.018789,-0.179101,-0.015813,-0.104883,-0.052005,-0.005511,-0.096869,-0.488935,-0.102936
1,39,1.399200,-0.186330,1.337924,0.340849,-0.099396,1.340435,0.175815,0.010126,1.351295,0.069123,0.105657,1.358231,-0.110930,0.077212,1.298554,-0.306978,-0.036078,1.536240,-0.307919,-0.109342,1.296306,-0.462930,0.382273,0.733357,0.383568,0.634982,-0.408042,-0.452964,0.119058,-0.310540,-0.102130,0.080658,-0.190271,-0.129511,-0.007248,0.078440,-0.066023,-0.104116,0.195808,-0.023953,-0.063744,-0.654893,-0.107688
1,40,1.255000,-0.176380,1.343311,0.315318,-0.080610,1.344392,0.154355,0.029379,1.353978,0.049538,0.118059,1.361991,-0.132934,0.076873,1.302807,-0.315448,-0.046237,1.540724,-0.308191,-0.128138,1.292271,-0.434258,0.363398,0.757254,0.376700,0.665412,-0.391327,-0.437141,0.115485,-0.305878,-0.099786,0.086087,-0.158139,-0.128052,-0.005132,-0.031317,-0.084014,-0.090378,0.152321,-0.043503,-0.068786,-0.576270,-0.089993
1,41,1.644300,0.059251,1.575171,0.286741,0.093579,1.503279,0.116421,0.158273,1.472108,-0.017023,0.180894,1.421622,-0.212717,0.082466,1.303488,-0.363265,-0.023728,1.552802,-0.354124,-0.144389,1.293933,-0.451420,0.520558,0.717486,0.168472,0.641007,-0.571568,-0.436655,-0.048301,-0.148530,-0.086368,-0.075679,-0.027206,-0.124893,0.079611,-0.174328,-0.066021,-0.039532,0.022374,-0.009392,-0.100374,-0.520615,-0.078169
1,42,1.599500,-0.268162,1.563910,0.257794,-0.151257,1.502317,0.124207,-0.027417,1.469011,0.041820,0.087476,1.419853,-0.117831,0.072037,1.304747,-0.297992,-0.030785,1.549715,-0.327767,-0.095706,1.295805,-0.473054,0.455969,0.779927,0.360965,0.706354,-0.472224,-0.262145,-0.022260,-0.410617,-0.119133,-0.033175,-0.259638,-0.136342,0.056713,0.093336,-0.058123,-0.051055,0.258104,-0.010048,-0.070378,-0.689485,-0.108087
1,43,1.499900,-0.289942,1.556007,0.264294,-0.174852,1.499550,0.127141,-0.050889,1.470637,0.044280,0.061913,1.425093,-0.117771,0.047129,1.308542,-0.297717,-0.062704,1.552478,-0.327896,-0.118023,1.292822,-0.477437,-0.456663,-0.769278,-0.375091,0.700241,-0.469479,-0.270321,-0.019904,-0.404093,-0.099425,-0.027761,-0.253254,-0.116174,0.059340,0.100774,-0.066129,-0.039411,0.258230,-0.022402,-0.061342,-0.702671,-0.096075
1,44,1.622500,0.043289,1.166218,0.356444,0.080269,1.195910,0.174031,0.147109,1.233840,0.047975,0.178965,1.289618,-0.145300,0.093236,1.288968,-0.319470,-0.016729,1.523455,-0.294814,-0.131556,1.299135,-0.431002,-0.405741,-0.620210,-0.405816,0.521308,-0.447221,-0.563094,0.228282,-0.114047,-0.190546,0.172604,-0.015177,-0.217506,-0.022585,0.021127,-0.045755,-0.170029,0.058102,-0.004644,-0.090651,-0.567549,-0.105200
1,45,1.976400,0.327283,1.838842,0.155058,0.295045,1.699128,0.032269,0.289868,1.628613,-0.098085,0.235779,1.511837,-0.257817,0.102889,1.314806,-0.330055,0.011754,1.572015,-0.307177,-0.143374,1.286699,-0.389453,-0.617375,-0.620748,0.127813,0.588644,-0.682192,-0.433153,-0.229861,0.085988,0.064607,-0.250511,0.167476,0.017917,0.060039,-0.230181,-0.066171,0.060394,-0.173248,-0.015092,-0.063365,-0.480126,-0.064677
1,46,11.143800,-0.177741,1.580396,0.291028,-0.088814,1.503528,0.149650,0.016164,1.473138,0.042480,0.105272,1.423312,-0.134695,0.073552,1.307118,-0.313970,-0.022449,1.566402,-0.350442,-0.107196,1.295227,-0.481277,-0.238312,-0.714799,0.323594,0.666193,-0.526642,-0.375660,-0.021174,-0.312734,-0.134569,-0.043424,-0.218733,-0.182387,0.062126,0.056262,-0.040803,0.022657,0.201309,0.003338,-0.090890,-0.684835,-0.093191
1,47,1.598900,0.026568,1.790798,0.231741,0.064479,1.656498,0.105199,0.114660,1.598504,-0.022495,0.130679,1.502618,-0.201690,0.054580,1.325456,-0.324959,-0.047776,1.572933,-0.328479,-0.169740,1.288426,-0.430874,-0.382773,-0.674022,0.330997,0.675682,-0.634425,-0.369918,-0.168700,-0.099526,-0.005842,-0.198207,-0.055979,-0.049169,0.083863,-0.123848,-0.081760,0.061403,0.021959,-0.004690,-0.079609,-0.595249,-0.054366
1,48,1.920300,0.036099,1.870192,0.196061,0.069518,1.717134,0.092844,0.125982,1.643996,-0.024812,0.147519,1.524619,-0.189532,0.072026,1.326203,-0.293890,-0.032650,1.576816,-0.309805,-0.153789,1.286405,-0.403947,-0.457448,-0.667156,0.344118,0.699006,-0.627968,-0.339715,-0.238284,-0.104825,0.040329,-0.256594,-0.052406,-0.019539,0.092535,-0.119128,-0.083595,0.092429,0.027686,-0.005313,-0.077109,-0.610059,-0.051352
1,49,1.595200,0.044873,1.316252,0.367667,0.080301,1.290258,0.187589,0.134563,1.317257,0.053514,0.159845,1.343592,-0.147279,0.081261,1.298803,-0.326951,-0.038241,1.528116,-0.318484,-0.142433,1.290436,-0.444897,-0.313989,-0.767975,-0.055250,0.632333,-0.440977,-0.574261,0.156307,-0.084568,-0.084096,0.094224,-0.048894,-0.156965,0.021111,-0.015957,-0.060985,-0.131247,0.081273,-0.025817,-0.104038,-0.600063,-0.071091
1,50,1.721300,-0.116364,1.412945,0.316320,-0.032064,1.361471,0.159085,0.060818,1.368475,0.046570,0.134263,1.370158,-0.144131,0.081805,1.301732,-0.330835,-0.028876,1.546299,-0.342212,-0.119477,1.292468,-0.476554,-0.411873,-0.810845,-0.157071,0.693182,-0.469649,-0.408211,0.100993,-0.243080,-0.083180,0.059970,-0.136248,-0.152365,0.043343,0.029064,-0.046329,-0.066871,0.155418,-0.005041,-0.084738,-0.643880,-0.088272
1,51,1.965900,-0.170517,1.343640,0.306768,-0.077017,1.316338,0.146909,0.027953,1.323315,0.042328,0.114763,1.338191,-0.140810,0.076230,1.297324,-0.328096,-0.032745,1.539376,-0.338082,-0.118600,1.297032,-0.482349,-0.394457,-0.787287,-0.284811,0.663316,-0.441415,-0.409511,0.145736,-0.281217,-0.164054,0.112961,-0.162827,-0.201993,0.028412,0.066653,-0.051208,-0.094424,0.176315,-0.015818,-0.089968,-0.665929,-0.096531
1,52,1.932000,0.268083,1.772576,0.204166,0.262225,1.653749,0.058216,0.267853,1.589598,-0.078166,0.226156,1.491235,-0.252388,0.102856,1.317422,-0.343621,0.006464,1.556474,-0.317764,-0.143845,1.285583,-0.397654,-0.623235,-0.658803,-0.016915,0.568795,-0.705685,-0.377962,-0.186622,0.028009,-0.050782,-0.215684,0.106384,-0.053189,0.088017,-0.224580,-0.067934,0.003572,-0.118164,-0.010978,-0.105781,-0.498470,-0.043049
1,53,1.931300,0.270821,1.784207,0.205533,0.249171,1.663428,0.065493,0.261016,1.600235,-0.073717,0.229677,1.496332,-0.247326,0.106774,1.314545,-0.341981,0.007605,1.559264,-0.332071,-0.136990,1.288139,-0.413022,-0.561601,-0.660894,0.111121,0.588134,-0.638383,-0.495537,-0.184151,0.034130,0.037663,-0.224535,0.095747,-0.006478,0.083908,-0.192234,-0.054238,0.013944,-0.073779,0.001868,-0.103362,-0.528785,-0.054782
1,54,1.777800,-0.142208,1.778671,0.226224,-0.058333,1.662061,0.102824,0.034572,1.597435,0.000941,0.110034,1.497501,-0.160233,0.067040,1.321046,-0.297042,-0.030050,1.561898,-0.315147,-0.125939,1.294770,-0.447616,-0.562981,-0.772486,-0.210003,0.694706,-0.603140,-0.200614,-0.173354,-0.299118,-0.066607,-0.191251,-0.198364,-0.085457,0.100204,-0.014901,-0.061394,0.000620,0.173249,0.000042,-0.072667,-0.670923,-0.089570
1,55,1.610200,0.217504,1.736676,0.236005,0.222984,1.637539,0.071101,0.244958,1.580674,-0.067081,0.217772,1.487508,-0.246402,0.094003,1.315253,-0.346496,-0.004126,1.553110,-0.326903,-0.149206,1.286959,-0.421165,-0.539736,-0.696508,-0.059750,0.622957,-0.635448,-0.435567,-0.162917,-0.004410,0.008133,-0.196833,0.096900,-0.025397,0.080029,-0.200153,-0.058737,-0.014851,-0.061814,0.010388,-0.091680,-0.530620,-0.058802
